Park ,Plant,Latitude,Longitude,Herbivory,Notes ,HCN,Ac,Li,,,HCN,,
Riverdale,46,N 43.66744°,O 079.35865°,2,859,1,1,1,,,Herbivory,,
Riverdale,47,N 43.66734°,O 079.35917°,1,860,1,1,1,,,,,
Riverdale,48,N 43.66648°,O 079.35924°,0,861,0,0,0,,,Park,1.421875,
Riverdale,49,N 43.66784°,O 079.35633°,8,862,0,0,0,,,Side 1,0.520833333,
Riverdale,50,N 43.66784°,O 079.35606°,2,863,0,1,0,,,Side 2,1.244186047,
Riverdale,51,N 43.66739°,O 079.35609°,0,864,0,1,0,,,,,
Riverdale,52,N 43.66711°,O 079.35598°,4,865,0,1,0,,,,,
Riverdale,53,N 43.66698°,O 079.35574°,0,866,0,0,0,,,,,
Riverdale,54,N 43.66708°,O 079.35545°,0,867,0,0,0,,,,,
Riverdale,55,N 43.66711°,O 079.35509°,0,868,0,0,1,,,,,
Riverdale,56,N 43.66703°,O 079.35463°,0,869,0,0,0,,,,,
Riverdale,57,N 43.66722°,O 079.35464°,1,870,0,0,0,,,,,
Riverdale,58,N 43.66727°,O 079.35409°,0,871,0,0,1,,,,,
Riverdale,59,N 43.66726°,O 079.35354°,0,872,0,0,0,,,,,
Riverdale,60,N 43.66775°,O 079.35357°,1,873,0,0,0,,,,,
Riverdale,61,N 43.66806°,O 079.35394°,1,874,1,1,1,,,,,
Riverdale,62,N 43.66836°,O 079.35337°,2,875,0,0,0,,,,,
Riverdale,63,N 43.66855°,O 079.35363°,0,876,0,0,1,,,,,
Riverdale,64,N 43.66891°,O 079.35322°,0.5,877,0,0,0,,,,,
Riverdale,65,N 43.66914°,O 079.35361°,0,878,0,0,0,,,,,
Riverdale,66,N 43.66957°,O 079.35330°,7,879,0,0,0,,,,,
Riverdale,67,N 43.66970°,O 079.35386°,2,880,0,0,1,,,,,
Riverdale,68,N 43.67007°,O 079.35384°,0,881,0,0,0,,,,,
Riverdale,69,N 43.67027°,O 079.35439°,0,882,0,0,1,,,,,
Riverdale,70,N 43.67061°,O 079.35452°,2,883,0,0,1,,,,,
Riverdale,71,N 43.67086°,O 079.35490°,2,884,1,1,1,,,,,
Riverdale,72,N 43.67117°,O 079.35515°,0,885,0,0,1,,,,,
Riverdale,73,N 43.67094°,O 079.35561°,18,886,0,0,1,,,,,
Riverdale,74,N 43.67093°,O 079.35604°,0,887,0,0,0,,,,,
Riverdale,75,N 43.67076°,O 079.35659°,0,888,0,0,0,,,,,
Riverdale,76,N 43.67052°,O 079.35649°,1,889,0,0,0,,,,,
Riverdale,77,N 43.67050°,O 079.35741°,4,890,1,1,1,,,,,
Riverdale,78,N 43.67039°,O 079.35719°,0,891,0,0,1,,,,,
Riverdale,79,N 43.66994°,O 079.35702°,0,892,0,0,0,,,,,
Riverdale,80,N 43.67004°,O 079.35648°,10,893,0,0,0,,,,,
Riverdale,81,N 43.66973°,O 079.35625°,0,894,0,0,1,,,,,
Riverdale,82,N 43.67004°,O 079.35526°,0,895,0,0,0,,,,,
Riverdale,83,N 43.66927°,O 079.35468°,0,896,0,0,0,,,,,
Riverdale,84,N 43.66869°,O 079.35497°,1,897,0,0,0,,,,,
Riverdale,85,N 43.66891°,O 079.35529°,0,898,0,0,0,,,,,
Riverdale,86,N 43.66873°,O 079.35598°,0,899,0,0,0,,,,,
Riverdale,87,N 43.66916°,O 079.35665°,2,900,0,0,1,,,,,
Riverdale,88,N 43.66820°,O 079.35654°,2,901,0,0,1,,,,,
Riverdale,89,N 43.66813°,O 079.35595°,1,902,1,1,1,,,,,
Riverdale,90,N 43.66814°,O 079.35533°,1,903,0,0,0,,,,,
Riverdale,91,N 43.66824°,O 079.35482°,0,904,1,1,1,,,,,
Riverdale,92,N 43.66823°,O 079.35439°,1,905,0,0,0,,,,,
Riverdale,93,N 43.66760°,O 079.35438°,0,906,0,0,0,,,,,
Riverdale,94,N 43.66761°,O 079.35490°,0,907,0,0,0,,,,,
Riverdale,95,N 43.66763°,O 079.35551°,0,908,0,0,0,,,,,
Riverdale,96,N 43.66733°,O 079.35571°,0,909,0,0,0,,,,,
Riverdale,97,N 43.66878°,O 079.35289°,0,910,0,0,1,,,,,
Riverdale,98,N 43.66881°,O 079.35266°,1,911,0,1,0,,,,,
Riverdale,99,N 43.66888°,O 079.35242°,0,912,0,0,1,,,,,
Riverdale,100,N 43.66890°,O 079.35217°,0,913,0,0,1,,,,,
Riverdale,101,N 43.66896°,O 079.35194°,0,914,1,1,1,,,,,
Riverdale,102,N 43.66915°,O 079.35175°,0,915,0,0,1,,,,,
Riverdale,103,N 43.66908°,O 079.35147°,1,916,0,0,0,,,,,
Riverdale,104,N 43.66923°,O 079.35132°,1,917,0,1,0,,,,,
Riverdale,105,N 43.66919°,O 079.35093°,2,918,1,1,1,,,,,
Riverdale,106,N 43.66928°,O 079.35069°,0,919,0,1,0,,,,,
Riverdale,107,N 43.66943°,O 079.35049°,0,920,1,1,1,,,,,
Riverdale,108,N 43.66946°,O 079.35030°,0,921,0,0,0,,,,,
Riverdale,109,N 43.66941°,O 079.35001°,0,922,0,1,0,,,,,
Riverdale,110,N 43.66943°,O 079.34980°,0,923,0,0,0,,,,,
Riverdale,111,N 43.66954°,O 079.34967°,0,924,0,0,0,,,,,
Riverdale,112,N 43.66961°,O 079.34945°,0,925,0,1,0,,,,,
Riverdale,113,N 43.66970°,O 079.34923°,0,926,0,0,0,,,,,
Riverdale,114,N 43.66959°,O 079.34901°,0,927,0,0,0,,,,,
Riverdale,115,N 43.66978°,O 079.34887°,2,928,0,1,0,,,,,
Riverdale,116,N 43.66970°,O 079.34863°,0,929,0,1,0,,,,,
Riverdale,117,N 43.66987°,O 079.34844°,0,930,0,0,1,,,,,
Riverdale,118,N 43.66993°,O 079.34820°,0,931,0,1,0,,,,,
Riverdale,119,N 43.67001°,O 079.34802°,0,932,0,0,0,,,,,
Riverdale,120,N 43.67000°,O 079.34774°,2,933,1,1,1,,,,,
Riverdale,121,N 43.67008°,O 079.34752°,1,934,0,1,0,,,,,
Riverdale,122,N 43.67017°,O 079.34731°,4,935,0,1,0,,,,,
Riverdale,123,N 43.67019°,O 079.34700°,0,936,1,1,1,,,,,
Riverdale,124,N 43.67027°,O 079.34679°,0,937,1,1,1,,,,,
Riverdale,125,N 43.67025°,O 079.34626°,0,938,1,1,1,,,,,
Riverdale,126,N 43.67026°,O 079.34596°,0,939,0,0,0,,,,,
Riverdale,127,N 43.67044°,O 079.34590°,0,940,0,1,0,,,,,
Riverdale,128,N 43.67040°,O 079.34562°,0,941,0,0,0,,,,,
Riverdale,129,N 43.67049°,O 079.34547°,0,942,1,1,1,,,,,
Riverdale,130,N 43.67055°,O 079.34524°,0,943,0,0,0,,,,,
Riverdale,131,N 43.67067°,O 079.34493°,0,944,0,0,0,,,,,
Riverdale,132,N 43.67080°,O 079.34461°,0,945,0,1,0,,,,,
Riverdale,133,N 43.67075°,O 079.34436°,0,946,0,0,0,,,,,
Riverdale,134,N 43.67072°,O 079.34416°,0,947,1,1,1,,,,,
Riverdale,135,N 43.67096°,O 079.34363°,0,948,1,1,1,,,,,
Riverdale,136,N 43.67103°,O 079.34321°,0,949,0,1,0,,,,,
Riverdale,137,N 43.67112°,O 079.34304°,2,950,0,1,0,,,,,
Riverdale,138,N 43.67116°,O 079.34281°,0,951,0,0,1,,,,,
Riverdale,139,N 43.67111°,O 079.34219°,0,952,0,0,1,,,,,
Riverdale,140,N 43.67123°,O 079.34188°,4,953,0,0,0,,,,,
Riverdale,141,N 43.67114°,O 079.34157°,0,954,0,0,1,,,,,
Riverdale,142,N 43.67141°,O 079.34148°,0,955,0,1,0,,,,,
Riverdale,143,N 43.67147°,O 079.34119°,0,956,1,1,1,,,,,
Riverdale,144,N 43.67141°,O 079.34100°,0,957,0,1,0,,,,,
Riverdale,145,N 43.67133°,O 079.34077°,0,958,1,1,1,,,,,
Riverdale,146,N 43.67168°,O 079.34021°,1,959,1,1,1,,,,,
Riverdale,147,N 43.67163°,O 079.33988°,1,960,0,1,0,,,,,
Riverdale,148,N 43.67160°,O 079.33970°,0,961,1,1,1,,,,,
Riverdale,149,N 43.67171°,O 079.33943°,0,962,1,1,1,,,,,
Riverdale,150,N 43.67175°,O 079.33926°,2,963,1,1,1,,,,,
Riverdale,151,N 43.67190°,O 079.33931°,2,964,0,1,0,,,,,
Riverdale,152,N 43.67208°,O 079.33941°,0,965,0,1,0,,,,,
Riverdale,153,N 43.67227°,O 079.33949°,0,966,1,1,1,,,,,
Riverdale,154,N 43.67224°,O 079.33924°,0,967,0,0,0,,,,,
Riverdale,155,N 43.67228°,O 079.33903°,0,968,0,1,0,,,,,
Riverdale,156,N 43.67222°,O 079.33878°,0,969,0,0,0,,,,,
Riverdale,157,N 43.67238°,O 079.33854°,0,970,0,0,0,,,,,
Riverdale,158,N 43.67250°,O 079.33835°,0,971,0,0,1,,,,,
Riverdale,159,N 43.67235°,O 079.33810°,2,972,0,0,0,,,,,
Riverdale,160,N 43.67245°,O 079.33790°,0,973,0,0,0,,,,,
Riverdale,161,N 43.67254°,O 079.33772°,0,974,0,0,0,,,,,
Riverdale,162,N 43.67257°,O 079.33750°,0,975,0,0,0,,,,,
Riverdale,163,N 43.67260°,O 079.33730°,1,976,0,0,0,,,,,
Riverdale,164,N 43.67246°,O 079.33714°,0,977,0,0,0,,,,,
Riverdale,165,N 43.67231°,O 079.33707°,0,978,0,0,0,,,,,
Riverdale,166,N 43.67208°,O 079.33699°,4,979,0,0,0,,,,,
Riverdale,167,N 43.67176°,O 079.33663°,0,980,0,0,0,,,,,
Riverdale,168,N 43.67161°,O 079.33642°,2,981,0,0,1,,,,,
Riverdale,169,N 43.67154°,O 079.33620°,0,982,1,1,1,,,,,
Riverdale,170,N 43.67168°,O 079.33599°,0,983,1,1,1,,,,,
Riverdale,171,N 43.67175°,O 079.33578°,0,984,1,1,1,,,,,
Riverdale,172,N 43.67176°,O 079.33556°,0,985,1,1,1,,,,,
Riverdale,173,N 43.67179°,O 079.33509°,0,986,1,1,1,,,,,
Riverdale,174,N 43.67193°,O 079.33488°,0,987,0,0,1,,,,,
Riverdale,175,N 43.67196°,O 079.33465°,0,988,1,1,1,,,,,
Riverdale,176,N 43.67209°,O 079.33426°,0,989,0,0,1,,,,,
Riverdale,177,N 43.67196°,O 079.33405°,0,990,0,1,0,,,,,
Riverdale,178,N 43.67217°,O 079.33418°,0,991,0,1,0,,,,,
Riverdale,179,N 43.67231°,O 079.33426°,0,992,1,1,1,,,,,
Riverdale,180,N 43.67240°,O 079.33376°,0,993,0,0,0,,,,,
Riverdale,181,N 43.67253°,O 079.33353°,0,994,0,1,0,,,,,
Riverdale,182,N 43.67269°,O 079.33318°,0,995,1,1,1,,,,,
Riverdale,183,N 43.67265°,O 079.33275°,0,996,0,0,0,,,,,
Riverdale,184,N 43.67272°,O 079.33260°,0,997,1,1,1,,,,,
Riverdale,185,N 43.67274°,O 079.33232°,0,998,1,1,1,,,,,
Riverdale,186,N 43.67285°,O 079.33209°,0,999,1,1,1,,,,,
Riverdale,187,N 43.67282°,O 079.33176°,1,1000,0,0,0,,,,,
Riverdale,188,N 43.67284°,O 079.33151°,0,1001,0,1,0,,,,,
Riverdale,189,N 43.67310°,O 079.33077°,2,1002,0,0,0,,,,,
Riverdale,190,N 43.67318°,O 079.33002°,0,1003,0,0,0,,,,,
Riverdale,191,N 43.67329°,O 079.32987°,8,1004,0,1,0,,,,,
Riverdale,192,N 43.67331°,O 079.32891°,4,1005,0,0,0,,,,,
Riverdale,193,N 43.66723°,O 079.36304°,5,1006,1,1,1,,,,,
Riverdale,194,N 43.66697°,O 079.36399°,3,1007,0,1,0,,,,,
Riverdale,195,N 43.66693°,O 079.36420°,1,1008,0,1,0,,,,,
Riverdale,196,N 43.66689°,O 079.36438°,0,1009,0,1,0,,,,,
Riverdale,197,N 43.66681°,O 079.36463°,0,1010,1,1,1,,,,,
Riverdale,198,N 43.66681°,O 079.36481°,0,1011,0,0,1,,,,,
Riverdale,199,N 43.66678°,O 079.36496°,0,1012,0,0,0,,,,,
Riverdale,200,N 43.66670°,O 079.36518°,0,1013,1,1,1,,,,,
Riverdale,201,N 43.66655°,O 079.36595°,0,1014,1,1,1,,,,,
Riverdale,202,N 43.66639°,O 079.36647°,0,1015,0,1,0,,,,,
Riverdale,203,N 43.66626°,O 079.36707°,0,1016,1,1,1,,,,,
Riverdale,204,N 43.66609°,O 079.36725°,0,1017,0,0,1,,,,,
Riverdale,205,N 43.66611°,O 079.36788°,0,1018,0,0,1,,,,,
Riverdale,206,N 43.66602°,O 079.36827°,0,1019,0,1,0,,,,,
Riverdale,207,N 43.66586°,O 079.36892°,9,1020,1,1,1,,,,,
Riverdale,208,N 43.66568°,O 079.37009°,0,1021,0,1,0,,,,,
Riverdale,209,N 43.66590°,O 079.37015°,0,1022,0,0,0,,,,,
Riverdale,210,N 43.66609°,O 079.37023°,18,1023,0,0,1,,,,,
Riverdale,211,N 43.66624°,O 079.37029°,0,1024,0,0,0,,,,,
Riverdale,212,N 43.66643°,O 079.37039°,1,1025,0,0,0,,,,,
Riverdale,213,N 43.66656°,O 079.37044°,4,1026,0,0,1,,,,,
Riverdale,214,N 43.66668°,O 079.37053°,0,1027,1,1,1,,,,,
Riverdale,215,N 43.66669°,O 079.37071°,0,1028,0,1,0,,,,,
Riverdale,216,N 43.66666°,O 079.37091°,0,1029,0,0,0,,,,,
Riverdale,217,N 43.66658°,O 079.37107°,5,1030,0,0,0,,,,,
Riverdale,218,N 43.66659°,O 079.37128°,0,1031,0,1,0,,,,,
Riverdale,219,N 43.66658°,O 079.37154°,0,1032,0,0,1,,,,,
Riverdale,220,N 43.66642°,O 079.37178°,0,1033,0,0,1,,,,,
Riverdale,221,N 43.66622°,O 079.37173°,0,1034,0,1,0,,,,,
Riverdale,222,N 43.66603°,O 079.37173°,10,1035,0,0,0,,,,,
Riverdale,223,N 43.66591°,O 079.37169°,0,1036,0,0,0,,,,,
Riverdale,224,N 43.66587°,O 079.37195°,0,1037,1,1,1,,,,,
Riverdale,225,N 43.66574°,O 079.37210°,0,1038,0,1,0,,,,,
Riverdale,226,N 43.66634°,O 079.37257°,0,1039,0,0,0,,,,,
Riverdale,227,N 43.66618°,O 079.37270°,0,1040,1,1,1,,,,,
Riverdale,228,N 43.66620°,O 079.37292°,3,1041,1,1,1,,,,,
Riverdale,229,N 43.66620°,O 079.37309°,4,1042,0,1,0,,,,,
Riverdale,230,N 43.66655°,O 079.37340°,0,1043,0,0,0,,,,,
Riverdale,231,N 43.66669°,O 079.37355°,0,1044,0,1,0,,,,,
Riverdale,232,N 43.66751°,O 079.37376°,0,1045,0,0,1,,,,,
Riverdale,233,N 43.66717°,O 079.37448°,0,1046,0,0,1,,,,,
Riverdale,234,N 43.66711°,O 079.37490°,0,1047,0,0,0,,,,,
Riverdale,235,N 43.66699°,O 079.37505°,5,1048,0,0,0,,,,,
Riverdale,236,N 43.66685°,O 079.37511°,0,1049,1,1,1,,,,,
Riverdale,237,N 43.66679°,O 079.37528°,0,1050,0,0,0,,,,,
Riverdale,238,N 43.66671°,O 079.37544°,9,1051,0,1,0,,,,,
Riverdale,239,N 43.66652°,O 079.37568°,0,1052,1,1,1,,,,,
Riverdale,240,N 43.66633°,O 079.37583°,0,1053,0,1,0,,,,,
Riverdale,241,N 43.66639°,O 079.37608°,0,1054,0,0,0,,,,,
Riverdale,242,N 43.66645°,O 079.37624°,0,1055,0,0,0,,,,,
Riverdale,243,N 43.66648°,O 079.37643°,0,1056,0,0,0,,,,,
Riverdale,244,N 43.66648°,O 079.37658°,0,1057,0,1,0,,,,,
Riverdale,245,N 43.66643°,O 079.37677°,4,1058,0,0,0,,,,,
Riverdale,246,N 43.66642°,O 079.37690°,0,1059,0,0,0,,,,,
Riverdale,247,N 43.66615°,O 079.37812°,0,1060,0,1,0,,,,,
Riverdale,248,N 43.66634°,O 079.37858°,0,1061,1,1,1,,,,,
Riverdale,249,N 43.66655°,O 079.37863°,2,1062,0,1,0,,,,,
Riverdale,250,N 43.66672°,O 079.37867°,2,1063,0,0,0,,,,,
Riverdale,251,N 43.66687°,O 079.37874°,0,1064,0,0,0,,,,,
Riverdale,252,N 43.66699°,O 079.37885°,0,1065,0,0,1,,,,,
Riverdale,253,N 43.66733°,O 079.37891°,0,1066,0,0,0,,,,,
Riverdale,254,N 43.66756°,O 079.37903°,0,1067,0,0,0,,,,,
Riverdale,255,N 43.66778°,O 079.37916°,0,1068,0,0,1,,,,,
Riverdale,256,N 43.66788°,O 079.37936°,0,1069,0,0,0,,,,,
Riverdale,257,N 43.66799°,O 079.37955°,0,1070,1,1,1,,,,,
Riverdale,258,N 43.66781°,O 079.37967°,2,1071,1,1,1,,,,,
Riverdale,259,N 43.66771°,O 079.37980°,0,1072,0,0,0,,,,,
Riverdale,260,N 43.66766°,O 079.38002°,0,1073,0,0,0,,,,,
Riverdale,261,N 43.66769°,O 079.38015°,0,1074,1,1,1,,,,,
Riverdale,262,N 43.66736°,O 079.38112°,4,1075,0,1,0,,,,,
Riverdale,263,N 43.66728°,O 079.38145°,0,1076,0,1,0,,,,,
Riverdale,264,N 43.66729°,O 079.38181°,0,1077,0,0,1,,,,,
Riverdale,265,N 43.66714°,O 079.38196°,0,1078,0,1,0,,,,,
Riverdale,266,N 43.66723°,O 079.38223°,0,1079,0,1,0,,,,,
Riverdale,267,N 43.66713°,O 079.38241°,0,1080,0,0,1,,,,,
Riverdale,268,N 43.66697°,O 079.38266°,0,1081,0,0,1,,,,,
Riverdale,269,N 43.66703°,O 079.38290°,0,1082,0,0,0,,,,,
Riverdale,270,N 43.66698°,O 079.38310°,2,1083,0,0,1,,,,,
Riverdale,271,N 43.66680°,O 079.38357°,0,1084,0,0,0,,,,,
Riverdale,272,N 43.66692°,O 079.38376°,0,1085,0,1,0,,,,,
Riverdale,273,N 43.66678°,O 079.38403°,0,1086,0,1,0,,,,,
Riverdale,274,N 43.66694°,O 079.38419°,0,1087,0,1,0,,,,,
Riverdale,275,N 43.66690°,O 079.38442°,10,1088,0,0,1,,,,,
Riverdale,276,N 43.66720°,O 079.38469°,4,1089,0,0,0,,,,,
Riverdale,277,N 43.66735°,O 079.38483°,0,1090,1,1,1,,,,,
Riverdale,278,N 43.66760°,O 079.38461°,0,1091,1,1,1,,,,,
Riverdale,279,,,,,,,,,,,,
Riverdale,280,,,,,,,,,,,,
Riverdale,281,,,,,,,,,,,,
Riverdale,282,,,,,,,,,,,,
Riverdale,283,,,,,,,,,,,,
Riverdale,284,,,,,,,,,,,,
Riverdale,285,,,,,,,,,,,,
Riverdale,286,,,,,,,,,,,,
Riverdale,287,,,,,,,,,,,,
Riverdale,288,,,,,,,,,,,,
