Date,Time,Temp,Week,Park,Lat,Long,Percent_asphalt,Location,Button
03/07/19,12:38:01,27,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,12:48:01,26,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,12:58:01,26,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,13:08:01,26,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,13:18:01,26,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,13:28:01,26,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,13:38:01,26,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,13:48:01,26,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,13:58:01,26,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,14:08:01,26,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,14:18:01,27,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,14:28:01,27,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,14:38:01,27,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,14:48:01,27,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,14:58:01,27,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,15:08:01,27,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,15:18:01,27,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,15:28:01,28,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,15:38:01,28,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,15:48:01,28,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,15:58:01,28,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,16:08:01,28,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
03/07/19,16:18:01,29,27,Riverdale,43.67117,79.34283,75.793,East,Riverdale3E
