Park ,Plant,Latitude,Longitude,Herbivory,Notes ,HCN,Ac,Li,Vegetation cover m²,Asphalt m²,% Vegetation,% Asphalt,,,HCN,,,,,,,,,Centre park,
Humber,211,N 43.65310°,O 079.48580°,0,524,0,1,0,96.28,217.72,30.66242038,69.33757962,,,,,,,,,,,,,
Humber,212,N 43.65313°,O 079.48557°,0,525,0,1,0,56.95,257.05,18.13694268,81.86305732,,,,,,,,,,,,,
Humber,213,N 43.65319°,O 079.48531°,0,526,0,1,0,61.86,252.14,19.70063694,80.29936306,,,,,,,,,,,,,
Humber,214,N 43.65326°,O 079.48509°,0,527,1,1,1,82.17,231.83,26.16878981,73.83121019,,,,,,,,,,,,,
Humber,215,N 43.65318°,O 079.48483°,0,528,0,1,0,116.9,197.1,37.22929936,62.77070064,,,,,,,,,,,,,
Humber,216,N 43.65336°,O 079.48466°,0,529,0,1,0,101.52,212.48,32.33121019,67.66878981,,,,,,,,,,,,,
Humber,217,N 43.65327°,O 079.48430°,0,530,0,0,0,76.13,237.87,24.24522293,75.75477707,,,,,,,,,,,,,
Humber,218,N 43.65337°,O 079.48410°,2,531,1,1,1,73.98,240.02,23.56050955,76.43949045,,,,,,,,,,,,,
Humber,219,N 43.65347°,O 079.48380°,0,532,1,1,1,80.97,233.03,25.7866242,74.2133758,,,,,,,,,,,,,
Humber,220,N 43.65351°,O 079.48353°,0,533,0,0,0,57.82,256.18,18.41401274,81.58598726,,,,,,,,,,,,,
Humber,221,N 43.65352°,O 079.48328°,0,534,0,1,0,94.74,219.26,30.17197452,69.82802548,,,,,,,,,,,,,
Humber,222,N 43.65359°,O 079.48306°,0,535,0,0,0,146.25,167.75,46.57643312,53.42356688,,,,,,,,,,,,,
Humber,223,N 43.65372°,O 079.48291°,2,536,0,0,1,88,226,28.02547771,71.97452229,,,,,,,,,,,,,
Humber,224,N 43.65380°,O 079.48270°,1,537,0,1,0,124.93,189.07,39.7866242,60.2133758,,,,,,,,,,,,,
Humber,225,N 43.65381°,O 079.48243°,0,538,0,1,0,88.87,225.13,28.30254777,71.69745223,,,,,,,,,,,,,
Humber,226,N 43.65377°,O 079.48214°,0,539,0,1,0,103.09,210.91,32.83121019,67.16878981,,,,,,,,,,,,,
Humber,227,N 43.65379°,O 079.48190°,6,540,0,1,0,127.25,186.75,40.52547771,59.47452229,,,,,,,,,,,,,
Humber,228,N 43.65390°,O 079.48171°,0,541,0,1,0,65.88,248.12,20.98089172,79.01910828,,,,,,,,,,,,,
Humber,229,N 43.65395°,O 079.48125°,0,542,1,1,1,105.12,208.88,33.47770701,66.52229299,,,,,,,,,,,,,
Humber,230,N 43.65414°,O 079.48091°,0,543,1,1,1,107.3,206.7,34.17197452,65.82802548,,,,,,,,,,,,,
Humber,231,N 43.65426°,O 079.48048°,0,544,0,0,1,121.09,192.91,38.56369427,61.43630573,,,,,,,,,,,,,
Humber,232,N 43.65414°,O 079.48031°,0,545,0,1,0,86.26,227.74,27.47133758,72.52866242,,,,,,,,,,,,,
Humber,233,N 43.65419°,O 079.48003°,0,546,0,0,0,86.78,227.22,27.63694268,72.36305732,,,,,,,,,,,,,
Humber,234,N 43.65439°,O 079.47987°,4,547,1,1,1,106.12,207.88,33.79617834,66.20382166,,,,,,,,,,,,,
Humber,235,N 43.65456°,O 079.47928°,10,548,0,1,0,83.32,230.68,26.53503185,73.46496815,,,,,,,,,,,,,
Humber,236,N 43.65454°,O 079.47901°,0,549,0,1,0,125.3,188.7,39.9044586,60.0955414,,,,,,,,,,,,,
Humber,237,N 43.65454°,O 079.47860°,0,550,0,1,0,87.31,226.69,27.80573248,72.19426752,,,,,,,,,,,,,
Humber,238,N 43.65470°,O 079.47852°,0,551,1,1,1,154.82,159.18,49.30573248,50.69426752,,,,,,,,,,,,,
Humber,239,N 43.65463°,O 079.47818°,0,552,0,1,0,96.24,217.76,30.64968153,69.35031847,,,,,,,,,,,,,
Humber,240,N 43.65459°,O 079.47785°,0,553,0,1,0,98.24,215.76,31.2866242,68.7133758,,,,,,,,,,,,,
Humber,241,N 43.65468°,O 079.47761°,3,554,1,1,1,136.32,177.68,43.41401274,56.58598726,,,,,,,,,,,,,
Humber,242,N 43.65486°,O 079.47738°,0,555,0,1,0,111.6,202.4,35.54140127,64.45859873,,,,,,,,,,,,,
Humber,243,N 43.65482°,O 079.47710°,0,556,0,1,0,55.08,258.92,17.54140127,82.45859873,,,,,,,,,,,,,
Humber,244,N 43.65494°,O 079.47666°,0,557,1,1,1,147.72,166.28,47.04458599,52.95541401,,,,,,,,,,,,,
Humber,245,N 43.65508°,O 079.47655°,0,558,0,1,0,121.26,192.74,38.61783439,61.38216561,,,,,,,,,,,,,
Humber,246,N 43.65522°,O 079.47642°,0,559,0,1,0,168.12,145.88,53.54140127,46.45859873,,,,,,,,,,,,,
Humber,247,N 43.65546°,O 079.47634°,0,560,0,0,0,116.51,197.49,37.10509554,62.89490446,,,,,,,,,,,,,
Humber,248,N 43.65541°,O 079.47612°,0,561,1,1,1,160.33,153.67,51.06050955,48.93949045,,,,,,,,,,,,,
Humber,249,N 43.65551°,O 079.47582°,2,562,0,0,0,91.62,222.38,29.17834395,70.82165605,,,,,,,,,,,,,
Humber,250,N 43.65549°,O 079.47556°,0,563,0,0,1,162.19,151.81,51.65286624,48.34713376,,,,,,,,,,,,,
Humber,251,N 43.65553°,O 079.47531°,0,564,0,0,1,172.68,141.32,54.99363057,45.00636943,,,,,,,,,,,,,
Humber,252,N 43.65554°,O 079.47507°,0,565,0,0,0,162.7,151.3,51.81528662,48.18471338,,,,,,,,,,,,,
Humber,253,N 43.65541°,O 079.47492°,0,566,1,1,1,140.73,173.27,44.81847134,55.18152866,,,,,,,,,,,,,
Humber,254,N 43.65552°,O 079.47467°,4,572,0,0,0,133.35,180.65,42.46815287,57.53184713,,,,,,,,,,,,,
Humber,255,N 43.65574°,O 079.47449°,0,573,0,0,0,84.9,229.1,27.03821656,72.96178344,,,,,,,,,,,,,
Humber,256,N 43.65578°,O 079.47418°,0,574,1,1,1,90.24,223.76,28.7388535,71.2611465,,,,,,,,,,,,,
Humber,257,N 43.65574°,O 079.47388°,0,575,0,1,0,90.32,223.68,28.76433121,71.23566879,,,,,,,,,,,,,
Humber,258,N 43.65563°,O 079.47366°,0,576,0,0,0,44.48,269.52,14.1656051,85.8343949,,,,,,,,,,,,,
Humber,259,N 43.65550°,O 079.47342°,0,577,0,1,0,174.37,139.63,55.53184713,44.46815287,,,,,,,,,,,,,
Humber,260,N 43.65538°,O 079.47308°,0,578,1,1,1,53.6,260.4,17.07006369,82.92993631,,,,,,,,,,,,,
Humber,261,N 43.65522°,O 079.47298°,0,579,0,1,0,98.59,215.41,31.39808917,68.60191083,,,,,,,,,,,,,
Humber,262,N 43.65492°,O 079.47304°,0,580,0,0,0,94.47,219.53,30.08598726,69.91401274,,,,,,,,,,,,,
Humber,263,N 43.65492°,O 079.47279°,0,581,0,1,0,160.23,153.77,51.02866242,48.97133758,,,,,,,,,,,,,
Humber,264,N 43.65499°,O 079.47248°,6,582,0,1,0,126.34,187.66,40.23566879,59.76433121,,,,,,,,,,,,,
Humber,265,N 43.65509°,O 079.47231°,0,583,0,0,0,128.31,185.69,40.86305732,59.13694268,,,,,,,,,,,,,
Humber,266,N 43.65509°,O 079.47193°,1,584,0,1,0,100.42,213.58,31.98089172,68.01910828,,,,,,,,,,,,,
Humber,267,N 43.65515°,O 079.47173°,0,585,0,0,0,62.68,251.32,19.96178344,80.03821656,,,,,,,,,,,,,
Humber,268,N 43.65519°,O 079.47147°,0,586,1,1,1,126.2,187.8,40.1910828,59.8089172,,,,,,,,,,,,,
Humber,269,N 43.65537°,O 079.47133°,0,587,0,0,0,118.68,195.32,37.79617834,62.20382166,,,,,,,,,,,,,
Humber,270,N 43.65530°,O 079.47092°,2,588,0,1,0,103.5,210.5,32.96178344,67.03821656,,,,,,,,,,,,,
Humber,271,N 43.65538°,O 079.47064°,2,589,1,1,1,81.39,232.61,25.92038217,74.07961783,,,,,,,,,,,,,
Humber,272,N 43.65568°,O 079.47035°,0,590,1,1,1,95.78,218.22,30.50318471,69.49681529,,,,,,,,,,,,,
Humber,273,N 43.65586°,O 079.47017°,0,591,1,1,1,94.02,219.98,29.94267516,70.05732484,,,,,,,,,,,,,
Humber,274,N 43.65616°,O 079.47001°,3,592,0,1,0,62.33,251.67,19.85031847,80.14968153,,,,,,,,,,,,,
Humber,275,N 43.65632°,O 079.46992°,0,593,1,1,1,96.22,217.78,30.6433121,69.3566879,,,,,,,,,,,,,
Humber,276,N 43.65638°,O 079.46965°,0,594,0,1,0,111.56,202.44,35.52866242,64.47133758,,,,,,,,,,,,,
Humber,277,N 43.65653°,O 079.46957°,0,595,0,1,0,83.28,230.72,26.52229299,73.47770701,,,,,,,,,,,,,
Humber,278,N 43.65670°,O 079.46944°,4,596,0,1,0,68.74,245.26,21.89171975,78.10828025,,,,,,,,,,,,,
Humber,279,N 43.65677°,O 079.46926°,0,597,1,1,1,61.43,252.57,19.56369427,80.43630573,,,,,,,,,,,,,
Humber,280,N 43.65673°,O 079.46906°,0,598,0,1,0,83.49,230.51,26.58917197,73.41082803,,,,,,,,,,,,,
Humber,281,N 43.65674°,O 079.46866°,0,599,0,0,0,69.16,244.84,22.02547771,77.97452229,,,,,,,,,,,,,
Humber,282,N 43.65667°,O 079.46847°,0,600,0,0,0,110.43,203.57,35.16878981,64.83121019,,,,,,,,,,,,,
Humber,283,N 43.65681°,O 079.46828°,0,601,0,1,0,160.12,153.88,50.99363057,49.00636943,,,,,,,,,,,,,
Humber,284,N 43.65696°,O 079.46802°,0,602,0,0,0,120.66,193.34,38.42675159,61.57324841,,,,,,,,,,,,,
Humber,285,N 43.65688°,O 079.46774°,0,603,0,0,1,115.35,198.65,36.73566879,63.26433121,,,,,,,,,,,,,
Humber,286,N 43.65696°,O 079.46752°,0,604,0,0,0,173.54,140.46,55.26751592,44.73248408,,,,,,,,,,,,,
Humber,287,N 43.65709°,O 079.46728°,1,605,0,1,0,92.69,221.31,29.51910828,70.48089172,,,,,,,,,,,,,
Humber,288,N 43.65695°,O 079.46702°,0,606,0,0,1,314,0,100,0,,,,,,,,,,,,,
