Park ,Plant,Latitude,Longitude,Herbivory,Notes ,HCN,Ac,Li,Vegetation cover m²,Asphalt m²,% Vegetation,% Asphalt,,,HCN,,,,,,,,,Centre park,
Riverdale,35,N 43.66623°,O 079.35985°,0,848,0,1,0,257.53,56.47,82.01592357,17.98407643,,,Side 2,0.777593186,0.222406814,,,,,,,,
Riverdale,36,N 43.66610°,O 079.35908°,1,849,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,37,N 43.66608°,O 079.35878°,2,850,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,38,N 43.66603°,O 079.35830°,0,851,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,39,N 43.66623°,O 079.35779°,2,852,0,0,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,40,N 43.66651°,O 079.35792°,0,853,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,41,N 43.66653°,O 079.35836°,0,854,0,1,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,42,N 43.66684°,O 079.35831°,3,855,0,0,0,285.61,28.39,90.95859873,9.041401274,,,,,,,,,,,,,
Riverdale,43,N 43.66702°,O 079.35796°,0,856,0,1,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,44,N 43.66730°,O 079.35809°,0,857,0,1,0,195.43,118.57,62.2388535,37.7611465,,,,,,,,,,,,,
Riverdale,45,N 43.66738°,O 079.35827°,0,858,1,1,1,216.28,97.72,68.87898089,31.12101911,,,,,,,,,,,,,
Riverdale,46,N 43.66744°,O 079.35865°,2,859,1,1,1,227.43,86.57,72.42993631,27.57006369,,,Herbivory,,,,,,,,,,
Riverdale,47,N 43.66734°,O 079.35917°,1,860,1,1,1,188.99,125.01,60.18789809,39.81210191,,,,,,,,,,,,,
Riverdale,48,N 43.66648°,O 079.35924°,0,861,0,0,0,314,0,100,0,,,Park,1.421875,,,,,,,,,
Riverdale,49,N 43.66784°,O 079.35633°,8,862,0,0,0,228.22,85.78,72.68152866,27.31847134,,,Side 1,0.520833333,,,,,,,,,
Riverdale,50,N 43.66784°,O 079.35606°,2,863,0,1,0,210.94,103.06,67.17834395,32.82165605,,,Side 2,1.244186047,,,,,,,,,
Riverdale,51,N 43.66739°,O 079.35609°,0,864,0,1,0,275.64,38.36,87.78343949,12.21656051,,,,,,,,,,,,,
Riverdale,52,N 43.66711°,O 079.35598°,4,865,0,1,0,283.51,30.49,90.28980892,9.710191083,,,,,,,,,,,,,
Riverdale,53,N 43.66698°,O 079.35574°,0,866,0,0,0,186.51,127.49,59.39808917,40.60191083,,,,,,,,,,,,,
Riverdale,54,N 43.66708°,O 079.35545°,0,867,0,0,0,254.85,59.15,81.16242038,18.83757962,,,,,,,,,,,,,
Riverdale,55,N 43.66711°,O 079.35509°,0,868,0,0,1,253.96,60.04,80.87898089,19.12101911,,,,,,,,,,,,,
Riverdale,56,N 43.66703°,O 079.35463°,0,869,0,0,0,285.34,28.66,90.87261146,9.127388535,,,,,,,,,,,,,
Riverdale,57,N 43.66722°,O 079.35464°,1,870,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,58,N 43.66727°,O 079.35409°,0,871,0,0,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,59,N 43.66726°,O 079.35354°,0,872,0,0,0,205.77,108.23,65.53184713,34.46815287,,,,,,,,,,,,,
Riverdale,60,N 43.66775°,O 079.35357°,1,873,0,0,0,237.18,76.82,75.53503185,24.46496815,,,,,,,,,,,,,
Riverdale,61,N 43.66806°,O 079.35394°,1,874,1,1,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,62,N 43.66836°,O 079.35337°,2,875,0,0,0,307.51,6.49,97.93312102,2.066878981,,,,,,,,,,,,,
Riverdale,63,N 43.66855°,O 079.35363°,0,876,0,0,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,64,N 43.66891°,O 079.35322°,0.5,877,0,0,0,272.85,41.15,86.89490446,13.10509554,,,,,,,,,,,,,
Riverdale,65,N 43.66914°,O 079.35361°,0,878,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,66,N 43.66957°,O 079.35330°,7,879,0,0,0,261.77,52.23,83.36624204,16.63375796,,,,,,,,,,,,,
Riverdale,67,N 43.66970°,O 079.35386°,2,880,0,0,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,68,N 43.67007°,O 079.35384°,0,881,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,69,N 43.67027°,O 079.35439°,0,882,0,0,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,70,N 43.67061°,O 079.35452°,2,883,0,0,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,71,N 43.67086°,O 079.35490°,2,884,1,1,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,72,N 43.67117°,O 079.35515°,0,885,0,0,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,73,N 43.67094°,O 079.35561°,18,886,0,0,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,74,N 43.67093°,O 079.35604°,0,887,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,75,N 43.67076°,O 079.35659°,0,888,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,76,N 43.67052°,O 079.35649°,1,889,0,0,0,259.99,54.01,82.79936306,17.20063694,,,,,,,,,,,,,
Riverdale,77,N 43.67050°,O 079.35741°,4,890,1,1,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,78,N 43.67039°,O 079.35719°,0,891,0,0,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,79,N 43.66994°,O 079.35702°,0,892,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,80,N 43.67004°,O 079.35648°,10,893,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,81,N 43.66973°,O 079.35625°,0,894,0,0,1,292.52,21.48,93.15923567,6.840764331,,,,,,,,,,,,,
Riverdale,82,N 43.67004°,O 079.35526°,0,895,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,83,N 43.66927°,O 079.35468°,0,896,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,84,N 43.66869°,O 079.35497°,1,897,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,85,N 43.66891°,O 079.35529°,0,898,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,86,N 43.66873°,O 079.35598°,0,899,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,87,N 43.66916°,O 079.35665°,2,900,0,0,1,296.98,17.02,94.57961783,5.420382166,,,,,,,,,,,,,
Riverdale,88,N 43.66820°,O 079.35654°,2,901,0,0,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,89,N 43.66813°,O 079.35595°,1,902,1,1,1,265.03,48.97,84.4044586,15.5955414,,,,,,,,,,,,,
Riverdale,90,N 43.66814°,O 079.35533°,1,903,0,0,0,295.95,18.05,94.25159236,5.748407643,,,,,,,,,,,,,
Riverdale,91,N 43.66824°,O 079.35482°,0,904,1,1,1,314,0,100,0,,,,,,,,,,,,,
Riverdale,92,N 43.66823°,O 079.35439°,1,905,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,93,N 43.66760°,O 079.35438°,0,906,0,0,0,278.83,35.17,88.79936306,11.20063694,,,,,,,,,,,,,
Riverdale,94,N 43.66761°,O 079.35490°,0,907,0,0,0,243.84,70.16,77.65605096,22.34394904,,,,,,,,,,,,,
Riverdale,95,N 43.66763°,O 079.35551°,0,908,0,0,0,201.67,112.33,64.22611465,35.77388535,,,,,,,,,,,,,
Riverdale,96,N 43.66733°,O 079.35571°,0,909,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,97,N 43.66878°,O 079.35289°,0,910,0,0,1,92.81,221.19,29.55732484,70.44267516,,,,,,,,,,,,,
Riverdale,98,N 43.66881°,O 079.35266°,1,911,0,1,0,84.02,229.98,26.75796178,73.24203822,,,,,,,,,,,,,
Riverdale,99,N 43.66888°,O 079.35242°,0,912,0,0,1,68.21,245.79,21.72292994,78.27707006,,,,,,,,,,,,,
Riverdale,100,N 43.66890°,O 079.35217°,0,913,0,0,1,95.94,218.06,30.55414013,69.44585987,,,,,,,,,,,,,
Riverdale,101,N 43.66896°,O 079.35194°,0,914,1,1,1,80.41,233.59,25.60828025,74.39171975,,,,,,,,,,,,,
Riverdale,102,N 43.66915°,O 079.35175°,0,915,0,0,1,63.04,250.96,20.07643312,79.92356688,,,,,,,,,,,,,
Riverdale,103,N 43.66908°,O 079.35147°,1,916,0,0,0,78,236,24.84076433,75.15923567,,,,,,,,,,,,,
Riverdale,104,N 43.66923°,O 079.35132°,1,917,0,1,0,81.59,232.41,25.98407643,74.01592357,,,,,,,,,,,,,
Riverdale,105,N 43.66919°,O 079.35093°,2,918,1,1,1,85.41,228.59,27.20063694,72.79936306,,,,,,,,,,,,,
Riverdale,106,N 43.66928°,O 079.35069°,0,919,0,1,0,86.74,227.26,27.62420382,72.37579618,,,,,,,,,,,,,
Riverdale,107,N 43.66943°,O 079.35049°,0,920,1,1,1,101.85,212.15,32.43630573,67.56369427,,,,,,,,,,,,,
Riverdale,108,N 43.66946°,O 079.35030°,0,921,0,0,0,118.54,195.46,37.75159236,62.24840764,,,,,,,,,,,,,
Riverdale,109,N 43.66941°,O 079.35001°,0,922,0,1,0,110.12,203.88,35.07006369,64.92993631,,,,,,,,,,,,,
Riverdale,110,N 43.66943°,O 079.34980°,0,923,0,0,0,94.82,219.18,30.19745223,69.80254777,,,,,,,,,,,,,
Riverdale,111,N 43.66954°,O 079.34967°,0,924,0,0,0,92.77,221.23,29.54458599,70.45541401,,,,,,,,,,,,,
Riverdale,112,N 43.66961°,O 079.34945°,0,925,0,1,0,115.72,198.28,36.85350318,63.14649682,,,,,,,,,,,,,
Riverdale,113,N 43.66970°,O 079.34923°,0,926,0,0,0,120.69,193.31,38.43630573,61.56369427,,,,,,,,,,,,,
Riverdale,114,N 43.66959°,O 079.34901°,0,927,0,0,0,70.82,243.18,22.55414013,77.44585987,,,,,,,,,,,,,
Riverdale,115,N 43.66978°,O 079.34887°,2,928,0,1,0,96.67,217.33,30.7866242,69.2133758,,,,,,,,,,,,,
Riverdale,116,N 43.66970°,O 079.34863°,0,929,0,1,0,78.51,235.49,25.00318471,74.99681529,,,,,,,,,,,,,
Riverdale,117,N 43.66987°,O 079.34844°,0,930,0,0,1,120.98,193.02,38.52866242,61.47133758,,,,,,,,,,,,,
Riverdale,118,N 43.66993°,O 079.34820°,0,931,0,1,0,114.14,199.86,36.35031847,63.64968153,,,,,,,,,,,,,
Riverdale,119,N 43.67001°,O 079.34802°,0,932,0,0,0,92.94,221.06,29.59872611,70.40127389,,,,,,,,,,,,,
Riverdale,120,N 43.67000°,O 079.34774°,2,933,1,1,1,82.82,231.18,26.37579618,73.62420382,,,,,,,,,,,,,
Riverdale,121,N 43.67008°,O 079.34752°,1,934,0,1,0,113.72,200.28,36.21656051,63.78343949,,,,,,,,,,,,,
Riverdale,122,N 43.67017°,O 079.34731°,4,935,0,1,0,130.08,183.92,41.42675159,58.57324841,,,,,,,,,,,,,
Riverdale,123,N 43.67019°,O 079.34700°,0,936,1,1,1,127.83,186.17,40.71019108,59.28980892,,,,,,,,,,,,,
Riverdale,124,N 43.67027°,O 079.34679°,0,937,1,1,1,97.14,216.86,30.93630573,69.06369427,,,,,,,,,,,,,
Riverdale,125,N 43.67025°,O 079.34626°,0,938,1,1,1,53.02,260.98,16.88535032,83.11464968,,,,,,,,,,,,,
Riverdale,126,N 43.67026°,O 079.34596°,0,939,0,0,0,52.68,261.32,16.77707006,83.22292994,,,,,,,,,,,,,
Riverdale,127,N 43.67044°,O 079.34590°,0,940,0,1,0,113.77,200.23,36.23248408,63.76751592,,,,,,,,,,,,,
Riverdale,128,N 43.67040°,O 079.34562°,0,941,0,0,0,76.28,237.72,24.29299363,75.70700637,,,,,,,,,,,,,
Riverdale,129,N 43.67049°,O 079.34547°,0,942,1,1,1,96.88,217.12,30.85350318,69.14649682,,,,,,,,,,,,,
Riverdale,130,N 43.67055°,O 079.34524°,0,943,0,0,0,89.77,224.23,28.58917197,71.41082803,,,,,,,,,,,,,
Riverdale,131,N 43.67067°,O 079.34493°,0,944,0,0,0,125.06,188.94,39.82802548,60.17197452,,,,,,,,,,,,,
Riverdale,132,N 43.67080°,O 079.34461°,0,945,0,1,0,119.52,194.48,38.06369427,61.93630573,,,,,,,,,,,,,
Riverdale,133,N 43.67075°,O 079.34436°,0,946,0,0,0,116.28,197.72,37.03184713,62.96815287,,,,,,,,,,,,,
Riverdale,134,N 43.67072°,O 079.34416°,0,947,1,1,1,49.76,264.24,15.84713376,84.15286624,,,,,,,,,,,,,
Riverdale,135,N 43.67096°,O 079.34363°,0,948,1,1,1,82.69,231.31,26.3343949,73.6656051,,,,,,,,,,,,,
Riverdale,136,N 43.67103°,O 079.34321°,0,949,0,1,0,91.48,222.52,29.13375796,70.86624204,,,,,,,,,,,,,
Riverdale,137,N 43.67112°,O 079.34304°,2,950,0,1,0,88.19,225.81,28.08598726,71.91401274,,,,,,,,,,,,,
Riverdale,138,N 43.67116°,O 079.34281°,0,951,0,0,1,74.69,239.31,23.7866242,76.2133758,,,,,,,,,,,,,
Riverdale,139,N 43.67111°,O 079.34219°,0,952,0,0,1,30.36,283.64,9.668789809,90.33121019,,,,,,,,,,,,,
Riverdale,140,N 43.67123°,O 079.34188°,4,953,0,0,0,38.38,275.62,12.22292994,87.77707006,,,,,,,,,,,,,
Riverdale,141,N 43.67114°,O 079.34157°,0,954,0,0,1,71.22,242.78,22.68152866,77.31847134,,,,,,,,,,,,,
Riverdale,142,N 43.67141°,O 079.34148°,0,955,0,1,0,59.73,254.27,19.02229299,80.97770701,,,,,,,,,,,,,
Riverdale,143,N 43.67147°,O 079.34119°,0,956,1,1,1,53.49,260.51,17.03503185,82.96496815,,,,,,,,,,,,,
Riverdale,144,N 43.67141°,O 079.34100°,0,957,0,1,0,70.11,243.89,22.32802548,77.67197452,,,,,,,,,,,,,
Riverdale,145,N 43.67133°,O 079.34077°,0,958,1,1,1,164.73,149.27,52.46178344,47.53821656,,,,,,,,,,,,,
Riverdale,146,N 43.67168°,O 079.34021°,1,959,1,1,1,95.75,218.25,30.49363057,69.50636943,,,,,,,,,,,,,
Riverdale,147,N 43.67163°,O 079.33988°,1,960,0,1,0,82.75,231.25,26.35350318,73.64649682,,,,,,,,,,,,,
Riverdale,148,N 43.67160°,O 079.33970°,0,961,1,1,1,81.39,232.61,25.92038217,74.07961783,,,,,,,,,,,,,
Riverdale,149,N 43.67171°,O 079.33943°,0,962,1,1,1,80.34,233.66,25.58598726,74.41401274,,,,,,,,,,,,,
Riverdale,150,N 43.67175°,O 079.33926°,2,963,1,1,1,101.56,212.44,32.34394904,67.65605096,,,,,,,,,,,,,
Riverdale,151,N 43.67190°,O 079.33931°,2,964,0,1,0,41.82,272.18,13.31847134,86.68152866,,,,,,,,,,,,,
Riverdale,152,N 43.67208°,O 079.33941°,0,965,0,1,0,77.84,236.16,24.78980892,75.21019108,,,,,,,,,,,,,
Riverdale,153,N 43.67227°,O 079.33949°,0,966,1,1,1,130.27,183.73,41.48726115,58.51273885,,,,,,,,,,,,,
Riverdale,154,N 43.67224°,O 079.33924°,0,967,0,0,0,62.14,251.86,19.78980892,80.21019108,,,,,,,,,,,,,
Riverdale,155,N 43.67228°,O 079.33903°,0,968,0,1,0,61.05,252.95,19.44267516,80.55732484,,,,,,,,,,,,,
Riverdale,156,N 43.67222°,O 079.33878°,0,969,0,0,0,167.06,146.94,53.20382166,46.79617834,,,,,,,,,,,,,
Riverdale,157,N 43.67238°,O 079.33854°,0,970,0,0,0,92.52,221.48,29.46496815,70.53503185,,,,,,,,,,,,,
Riverdale,158,N 43.67250°,O 079.33835°,0,971,0,0,1,61.83,252.17,19.6910828,80.3089172,,,,,,,,,,,,,
Riverdale,159,N 43.67235°,O 079.33810°,2,972,0,0,0,128.95,185.05,41.06687898,58.93312102,,,,,,,,,,,,,
Riverdale,160,N 43.67245°,O 079.33790°,0,973,0,0,0,160.23,153.77,51.02866242,48.97133758,,,,,,,,,,,,,
Riverdale,161,N 43.67254°,O 079.33772°,0,974,0,0,0,156.23,157.77,49.75477707,50.24522293,,,,,,,,,,,,,
Riverdale,162,N 43.67257°,O 079.33750°,0,975,0,0,0,153.62,160.38,48.92356688,51.07643312,,,,,,,,,,,,,
Riverdale,163,N 43.67260°,O 079.33730°,1,976,0,0,0,137.31,176.69,43.72929936,56.27070064,,,,,,,,,,,,,
Riverdale,164,N 43.67246°,O 079.33714°,0,977,0,0,0,178.21,135.79,56.75477707,43.24522293,,,,,,,,,,,,,
Riverdale,165,N 43.67231°,O 079.33707°,0,978,0,0,0,172.75,141.25,55.01592357,44.98407643,,,,,,,,,,,,,
Riverdale,166,N 43.67208°,O 079.33699°,4,979,0,0,0,197.57,116.43,62.92038217,37.07961783,,,,,,,,,,,,,
Riverdale,167,N 43.67176°,O 079.33663°,0,980,0,0,0,107.14,206.86,34.12101911,65.87898089,,,,,,,,,,,,,
Riverdale,168,N 43.67161°,O 079.33642°,2,981,0,0,1,77.21,236.79,24.58917197,75.41082803,,,,,,,,,,,,,
Riverdale,169,N 43.67154°,O 079.33620°,0,982,1,1,1,112.37,201.63,35.7866242,64.2133758,,,,,,,,,,,,,
Riverdale,170,N 43.67168°,O 079.33599°,0,983,1,1,1,76.54,237.46,24.37579618,75.62420382,,,,,,,,,,,,,
Riverdale,171,N 43.67175°,O 079.33578°,0,984,1,1,1,74.09,239.91,23.5955414,76.4044586,,,,,,,,,,,,,
Riverdale,172,N 43.67176°,O 079.33556°,0,985,1,1,1,96.11,217.89,30.60828025,69.39171975,,,,,,,,,,,,,
Riverdale,173,N 43.67179°,O 079.33509°,0,986,1,1,1,88.9,225.1,28.31210191,71.68789809,,,,,,,,,,,,,
Riverdale,174,N 43.67193°,O 079.33488°,0,987,0,0,1,85.95,228.05,27.37261146,72.62738854,,,,,,,,,,,,,
Riverdale,175,N 43.67196°,O 079.33465°,0,988,1,1,1,99.31,214.69,31.62738854,68.37261146,,,,,,,,,,,,,
Riverdale,176,N 43.67209°,O 079.33426°,0,989,0,0,1,115.13,198.87,36.6656051,63.3343949,,,,,,,,,,,,,
Riverdale,177,N 43.67196°,O 079.33405°,0,990,0,1,0,86.11,227.89,27.42356688,72.57643312,,,,,,,,,,,,,
Riverdale,178,N 43.67217°,O 079.33418°,0,991,0,1,0,100,214,31.84713376,68.15286624,,,,,,,,,,,,,
Riverdale,179,N 43.67231°,O 079.33426°,0,992,1,1,1,59.56,254.44,18.96815287,81.03184713,,,,,,,,,,,,,
Riverdale,180,N 43.67240°,O 079.33376°,0,993,0,0,0,135.34,178.66,43.10191083,56.89808917,,,,,,,,,,,,,
Riverdale,181,N 43.67253°,O 079.33353°,0,994,0,1,0,102.02,211.98,32.49044586,67.50955414,,,,,,,,,,,,,
Riverdale,182,N 43.67269°,O 079.33318°,0,995,1,1,1,112.12,201.88,35.70700637,64.29299363,,,,,,,,,,,,,
Riverdale,183,N 43.67265°,O 079.33275°,0,996,0,0,0,111.54,202.46,35.52229299,64.47770701,,,,,,,,,,,,,
Riverdale,184,N 43.67272°,O 079.33260°,0,997,1,1,1,143.44,170.56,45.68152866,54.31847134,,,,,,,,,,,,,
Riverdale,185,N 43.67274°,O 079.33232°,0,998,1,1,1,117.44,196.56,37.40127389,62.59872611,,,,,,,,,,,,,
Riverdale,186,N 43.67285°,O 079.33209°,0,999,1,1,1,46.01,267.99,14.65286624,85.34713376,,,,,,,,,,,,,
Riverdale,187,N 43.67282°,O 079.33176°,1,1000,0,0,0,115.33,198.67,36.72929936,63.27070064,,,,,,,,,,,,,
Riverdale,188,N 43.67284°,O 079.33151°,0,1001,0,1,0,59.26,254.74,18.87261146,81.12738854,,,,,,,,,,,,,
Riverdale,189,N 43.67310°,O 079.33077°,2,1002,0,0,0,105.83,208.17,33.70382166,66.29617834,,,,,,,,,,,,,
Riverdale,190,N 43.67318°,O 079.33002°,0,1003,0,0,0,43.53,270.47,13.86305732,86.13694268,,,,,,,,,,,,,
Riverdale,191,N 43.67329°,O 079.32987°,8,1004,0,1,0,101.45,212.55,32.3089172,67.6910828,,,,,,,,,,,,,
Riverdale,192,N 43.67331°,O 079.32891°,4,1005,0,0,0,53.03,260.97,16.88853503,83.11146497,,,,,,,,,,,,,
Riverdale,193,N 43.66723°,O 079.36304°,5,1006,1,1,1,149.84,164.16,47.71974522,52.28025478,,,,,,,,,,,,,
Riverdale,194,N 43.66697°,O 079.36399°,3,1007,0,1,0,43.77,270.23,13.93949045,86.06050955,,,,,,,,,,,,,
Riverdale,195,N 43.66693°,O 079.36420°,1,1008,0,1,0,42.2,271.8,13.43949045,86.56050955,,,,,,,,,,,,,
Riverdale,196,N 43.66689°,O 079.36438°,0,1009,0,1,0,22.54,291.46,7.178343949,92.82165605,,,,,,,,,,,,,
Riverdale,197,N 43.66681°,O 079.36463°,0,1010,1,1,1,107.34,206.66,34.18471338,65.81528662,,,,,,,,,,,,,
Riverdale,198,N 43.66681°,O 079.36481°,0,1011,0,0,1,93.25,220.75,29.69745223,70.30254777,,,,,,,,,,,,,
Riverdale,199,N 43.66678°,O 079.36496°,0,1012,0,0,0,124.42,189.58,39.62420382,60.37579618,,,,,,,,,,,,,
Riverdale,200,N 43.66670°,O 079.36518°,0,1013,1,1,1,58.98,255.02,18.78343949,81.21656051,,,,,,,,,,,,,
Riverdale,201,N 43.66655°,O 079.36595°,0,1014,1,1,1,103.02,210.98,32.8089172,67.1910828,,,,,,,,,,,,,
Riverdale,202,N 43.66639°,O 079.36647°,0,1015,0,1,0,86.23,227.77,27.46178344,72.53821656,,,,,,,,,,,,,
Riverdale,203,N 43.66626°,O 079.36707°,0,1016,1,1,1,13.42,300.58,4.27388535,95.72611465,,,,,,,,,,,,,
Riverdale,204,N 43.66609°,O 079.36725°,0,1017,0,0,1,63.94,250.06,20.36305732,79.63694268,,,,,,,,,,,,,
Riverdale,205,N 43.66611°,O 079.36788°,0,1018,0,0,1,107.31,206.69,34.17515924,65.82484076,,,,,,,,,,,,,
Riverdale,206,N 43.66602°,O 079.36827°,0,1019,0,1,0,10.76,303.24,3.426751592,96.57324841,,,,,,,,,,,,,
Riverdale,207,N 43.66586°,O 079.36892°,9,1020,1,1,1,25.26,288.74,8.044585987,91.95541401,,,,,,,,,,,,,
Riverdale,208,N 43.66568°,O 079.37009°,0,1021,0,1,0,140.34,173.66,44.69426752,55.30573248,,,,,,,,,,,,,
Riverdale,209,N 43.66590°,O 079.37015°,0,1022,0,0,0,124.15,189.85,39.53821656,60.46178344,,,,,,,,,,,,,
Riverdale,210,N 43.66609°,O 079.37023°,18,1023,0,0,1,118.2,195.8,37.6433121,62.3566879,,,,,,,,,,,,,
Riverdale,211,N 43.66624°,O 079.37029°,0,1024,0,0,0,96.79,217.21,30.82484076,69.17515924,,,,,,,,,,,,,
