Park ,Plant,Latitude,Longitude,Herbivory,Notes ,HCN,Ac,Li,Vegetation cover m²,Asphalt m²,% Vegetation,% Asphalt,,,HCN,,,,,,,,,Centre park,
Rouge,218,N 43.81638°,O 079.14358°,1,1309,0,1,0,131.76,182.24,41.96178344,58.03821656,,,,,,,,,,,,,
Rouge,219,N 43.81643°,O 079.14332°,0,1310,0,1,0,136.04,177.96,43.32484076,56.67515924,,,,,,,,,,,,,
Rouge,220,N 43.81646°,O 079.14307°,1,1311,1,1,1,189.75,124.25,60.42993631,39.57006369,,,,,,,,,,,,,
Rouge,221,N 43.81656°,O 079.14286°,0,1312,0,0,0,135.88,178.12,43.27388535,56.72611465,,,,,,,,,,,,,
Rouge,222,N 43.81654°,O 079.14260°,0,1313,1,1,1,120.54,193.46,38.38853503,61.61146497,,,,,,,,,,,,,
Rouge,223,N 43.81664°,O 079.14237°,0,1314,1,1,1,199.84,114.16,63.6433121,36.3566879,,,,,,,,,,,,,
Rouge,224,N 43.81667°,O 079.14215°,12,1315,0,1,0,88.33,225.67,28.13057325,71.86942675,,,,,,,,,,,,,
Rouge,225,N 43.81660°,O 079.14188°,3,1316,0,0,1,80.79,233.21,25.72929936,74.27070064,,,,,,,,,,,,,
Rouge,226,N 43.81666°,O 079.14161°,2,1317,0,0,0,35.52,278.48,11.31210191,88.68789809,,,,,,,,,,,,,
Rouge,227,N 43.81670°,O 079.14136°,0,1318,0,1,0,98.4,215.6,31.33757962,68.66242038,,,,,,,,,,,,,
Rouge,228,N 43.81677°,O 079.14109°,0,1319,0,1,0,95.12,218.88,30.29299363,69.70700637,,,,,,,,,,,,,
Rouge,229,N 43.81681°,O 079.14088°,0,1320,0,1,0,95.2,218.8,30.31847134,69.68152866,,,,,,,,,,,,,
Rouge,230,N 43.81688°,O 079.14066°,3,1321,0,1,0,114.14,199.86,36.35031847,63.64968153,,,,,,,,,,,,,
Rouge,231,N 43.81689°,O 079.14044°,0,1322,1,1,1,111.23,202.77,35.42356688,64.57643312,,,,,,,,,,,,,
Rouge,232,N 43.81694°,O 079.14018°,2,1323,0,1,0,106.9,207.1,34.04458599,65.95541401,,,,,,,,,,,,,
Rouge,233,N 43.81701°,O 079.13998°,2,1324,1,1,1,130.02,183.98,41.40764331,58.59235669,,,,,,,,,,,,,
Rouge,234,N 43.81705°,O 079.13973°,0,1325,0,1,0,190.42,123.58,60.6433121,39.3566879,,,,,,,,,,,,,
Rouge,235,N 43.81714°,O 079.13939°,0,1326,0,1,0,64.8,249.2,20.63694268,79.36305732,,,,,,,,,,,,,
Rouge,236,N 43.81719°,O 079.13917°,0,1327,0,1,0,147.18,166.82,46.87261146,53.12738854,,,,,,,,,,,,,
Rouge,237,N 43.81723°,O 079.13892°,0,1328,0,1,0,195.94,118.06,62.40127389,37.59872611,,,,,,,,,,,,,
Rouge,238,N 43.81727°,O 079.13866°,0,1329,0,1,0,212.96,101.04,67.82165605,32.17834395,,,,,,,,,,,,,
Rouge,239,N 43.81730°,O 079.13846°,0,1330,1,1,1,163.69,150.31,52.13057325,47.86942675,,,,,,,,,,,,,
Rouge,240,N 43.81738°,O 079.13824°,0,1331,0,0,0,134.43,179.57,42.81210191,57.18789809,,,,,,,,,,,,,
Rouge,241,N 43.81745°,O 079.13801°,0,1332,1,1,1,81.96,232.04,26.10191083,73.89808917,,,,,,,,,,,,,
Rouge,242,N 43.81749°,O 079.13775°,0,1333,0,0,0,70.78,243.22,22.54140127,77.45859873,,,,,,,,,,,,,
Rouge,243,N 43.81752°,O 079.13750°,4,1334,0,0,0,72.9,241.1,23.21656051,76.78343949,,,,,,,,,,,,,
Rouge,244,N 43.81757°,O 079.13731°,0,1335,0,0,0,177.76,136.24,56.61146497,43.38853503,,,,,,,,,,,,,
Rouge,245,N 43.81765°,O 079.13698°,0,1336,0,1,0,154.78,159.22,49.29299363,50.70700637,,,,,,,,,,,,,
Rouge,246,N 43.81763°,O 079.13673°,0,1337,0,0,0,126.81,187.19,40.38535032,59.61464968,,,,,,,,,,,,,
Rouge,247,N 43.81771°,O 079.13638°,0,1338,0,1,0,131.56,182.44,41.89808917,58.10191083,,,,,,,,,,,,,
Rouge,248,N 43.81783°,O 079.13615°,0,1339,0,0,1,128.05,185.95,40.78025478,59.21974522,,,,,,,,,,,,,
Rouge,249,N 43.81796°,O 079.13595°,6,1340,0,1,0,160.2,153.8,51.01910828,48.98089172,,,,,,,,,,,,,
Rouge,250,N 43.81797°,O 079.13573°,0,1341,1,1,1,161.5,152.5,51.43312102,48.56687898,,,,,,,,,,,,,
Rouge,251,N 43.81800°,O 079.13548°,0,1342,0,0,0,86.85,227.15,27.65923567,72.34076433,,,,,,,,,,,,,
Rouge,252,N 43.81807°,O 079.13519°,0,1343,1,1,1,90.08,223.92,28.68789809,71.31210191,,,,,,,,,,,,,
Rouge,253,N 43.81811°,O 079.13495°,0,1344,1,1,1,174.55,139.45,55.58917197,44.41082803,,,,,,,,,,,,,
Rouge,254,N 43.81818°,O 079.13456°,10,1345,0,0,1,96.25,217.75,30.65286624,69.34713376,,,,,,,,,,,,,
Rouge,255,N 43.81825°,O 079.13425°,1,1346,1,1,1,170.75,143.25,54.37898089,45.62101911,,,,,,,,,,,,,
Rouge,256,N 43.81829°,O 079.13401°,50,1347,0,1,0,128.33,185.67,40.86942675,59.13057325,,,,,,,,,,,,,
Rouge,257,N 43.81834°,O 079.13379°,4,1348,1,1,1,141.59,172.41,45.09235669,54.90764331,,,,,,,,,,,,,
Rouge,258,N 43.81852°,O 079.13320°,0,1349,0,1,0,142.17,171.83,45.27707006,54.72292994,,,,,,,,,,,,,
Rouge,259,N 43.81857°,O 079.13293°,0,1350,0,1,0,177.01,136.99,56.37261146,43.62738854,,,,,,,,,,,,,
Rouge,260,N 43.81861°,O 079.13271°,2,1351,0,1,0,200.42,113.58,63.82802548,36.17197452,,,,,,,,,,,,,
Rouge,261,N 43.81868°,O 079.13248°,12,1352,0,1,0,184.39,129.61,58.72292994,41.27707006,,,,,,,,,,,,,
Rouge,262,N 43.81872°,O 079.13225°,43,1353,0,1,0,191.8,122.2,61.08280255,38.91719745,,,,,,,,,,,,,
Rouge,263,N 43.81877°,O 079.13200°,0,1354,0,0,1,119.84,194.16,38.1656051,61.8343949,,,,,,,,,,,,,
Rouge,264,N 43.81881°,O 079.13180°,0,1355,1,1,1,93.65,220.35,29.82484076,70.17515924,,,,,,,,,,,,,
Rouge,265,N 43.81885°,O 079.13157°,0,1356,0,1,0,66.96,247.04,21.32484076,78.67515924,,,,,,,,,,,,,
Rouge,266,N 43.81888°,O 079.13131°,0,1357,1,1,1,56.88,257.12,18.11464968,81.88535032,,,,,,,,,,,,,
Rouge,267,N 43.81906°,O 079.13120°,0,1358,0,1,0,103.16,210.84,32.85350318,67.14649682,,,,,,,,,,,,,
Rouge,268,N 43.81912°,O 079.13090°,0,1359,1,1,1,92.12,221.88,29.33757962,70.66242038,,,,,,,,,,,,,
Rouge,269,N 43.81921°,O 079.13065°,0,1360,0,1,0,117.8,196.2,37.51592357,62.48407643,,,,,,,,,,,,,
Rouge,270,N 43.81925°,O 079.13033°,0,1361,1,1,1,67.98,246.02,21.64968153,78.35031847,,,,,,,,,,,,,
Rouge,271,N 43.81930°,O 079.13010°,0,1362,1,1,1,125.6,188.4,40,60,,,,,,,,,,,,,
Rouge,272,N 43.81937°,O 079.12986°,0,1363,1,1,1,147.48,166.52,46.96815287,53.03184713,,,,,,,,,,,,,
Rouge,273,N 43.81942°,O 079.12952°,2,1364,1,1,1,86.98,227.02,27.70063694,72.29936306,,,,,,,,,,,,,
Rouge,274,N 43.81947°,O 079.12924°,8,1365,1,1,1,82.9,231.1,26.40127389,73.59872611,,,,,,,,,,,,,
Rouge,275,N 43.81943°,O 079.12895°,0,1366,0,0,0,135.93,178.07,43.28980892,56.71019108,,,,,,,,,,,,,
Rouge,276,N 43.81950°,O 079.12877°,0,1367,0,1,0,80.72,233.28,25.70700637,74.29299363,,,,,,,,,,,,,
Rouge,277,N 43.81952°,O 079.12856°,0,1368,0,0,0,63.78,250.22,20.31210191,79.68789809,,,,,,,,,,,,,
Rouge,278,N 43.81957°,O 079.12834°,0,1369,0,1,0,103.85,210.15,33.07324841,66.92675159,,,,,,,,,,,,,
Rouge,279,N 43.81963°,O 079.12809°,0,1370,0,1,0,76.99,237.01,24.51910828,75.48089172,,,,,,,,,,,,,
Rouge,280,N 43.81968°,O 079.12790°,0,1371,0,1,0,72.07,241.93,22.9522293,77.0477707,,,,,,,,,,,,,
Rouge,281,N 43.81973°,O 079.12765°,0,1372,0,1,0,104.87,209.13,33.39808917,66.60191083,,,,,,,,,,,,,
Rouge,282,N 43.81974°,O 079.12744°,0,1373,0,1,0,107.17,206.83,34.13057325,65.86942675,,,,,,,,,,,,,
Rouge,283,N 43.81981°,O 079.12722°,0,1374,0,0,0,16.69,297.31,5.315286624,94.68471338,,,,,,,,,,,,,
Rouge,284,N 43.81984°,O 079.12692°,0,1375,1,1,1,180.88,133.12,57.60509554,42.39490446,,,,,,,,,,,,,
Rouge,285,N 43.81989°,O 079.12678°,2,1376,1,1,1,169.55,144.45,53.99681529,46.00318471,,,,,,,,,,,,,
Rouge,286,N 43.81991°,O 079.12661°,0,1377,0,1,0,112.45,201.55,35.81210191,64.18789809,,,,,,,,,,,,,
Rouge,287,N 43.81995°,O 079.12641°,0,1378,0,1,0,121.48,192.52,38.68789809,61.31210191,,,,,,,,,,,,,
Rouge,288,N 43.82005°,O 079.12607°,0,1379,0,0,0,94.88,219.12,30.21656051,69.78343949,,,,,,,,,,,,,
