Park ,Plant,Latitude,Longitude,Herbivory,Notes ,HCN,Ac,Li,Vegetation cover m²,Asphalt m²,% Vegetation,% Asphalt,,,HCN,,,,,,,,,Centre park,
Rouge,73,N 43.82100°,O 079.16583°,2,1164,0,0,0,314,0,100,0,,,,,,,,,,,,,
Rouge,74,N 43.82122°,O 079.16587°,33,1165,0,1,0,314,0,100,0,,,,,,,,,,,,,
Rouge,75,N 43.82165°,O 079.16608°,4,1166,0,0,1,314,0,100,0,,,,,,,,,,,,,
Rouge,76,N 43.82192°,O 079.16619°,8,1167,0,0,0,314,0,100,0,,,,,,,,,,,,,
Rouge,77,N 43.82212°,O 079.16629°,0,1168,0,1,0,314,0,100,0,,,,,,,,,,,,,
Rouge,78,N 43.82237°,O 079.16635°,0,1169,0,0,1,274.88,39.12,87.54140127,12.45859873,,,,,,,,,,,,,
Rouge,79,N 43.82280°,O 079.16590°,16,1170,1,1,1,213.29,100.71,67.92675159,32.07324841,,,,,,,,,,,,,
Rouge,80,N 43.82298°,O 079.16536°,0,1171,0,1,0,232.06,81.94,73.9044586,26.0955414,,,,,,,,,,,,,
Rouge,81,N 43.82328°,O 079.16521°,0,1172,0,0,0,183.8,130.2,58.53503185,41.46496815,,,,,,,,,,,,,
Rouge,82,N 43.82316°,O 079.16564°,0,1173,0,1,0,241.05,72.95,76.76751592,23.23248408,,,,,,,,,,,,,
Rouge,83,N 43.82353°,O 079.16605°,15,1174,1,1,1,314,0,100,0,,,,,,,,,,,,,
Rouge,84,N 43.82248°,O 079.16677°,4,1175,1,1,1,314,0,100,0,,,,,,,,,,,,,
Rouge,85,N 43.82251°,O 079.16728°,33,1176,0,1,0,314,0,100,0,,,,,,,,,,,,,
Rouge,86,N 43.82129°,O 079.16821°,2,1177,1,1,1,213.83,100.17,68.09872611,31.90127389,,,,,,,,,,,,,
Rouge,87,N 43.81982°,O 079.17036°,75,1178,0,0,0,215.97,98.03,68.78025478,31.21974522,,,,,,,,,,,,,
Rouge,88,N 43.80949°,O 079.16549°,0,1275,0,1,0,174.4,139.6,55.54140127,44.45859873,,,,,,,,,,,,,
Rouge,89,N 43.80929°,O 079.16514°,0,1276,0,1,0,227.74,86.26,72.52866242,27.47133758,,,,,,,,,,,,,
Rouge,90,N 43.80903°,O 079.16479°,0,1277,0,1,0,314,0,100,0,,,,,,,,,,,,,
Rouge,91,N 43.80909°,O 079.16445°,4,1278,0,0,0,314,0,100,0,,,,,,,,,,,,,
Rouge,92,N 43.80867°,O 079.16419°,0,1279,1,1,1,314,0,100,0,,,,,,,,,,,,,
Rouge,93,N 43.80867°,O 079.16452°,50,1280,0,1,0,314,0,100,0,,,,,,,,,,,,,
Rouge,94,N 43.80927°,O 079.16428°,0,1281,1,1,1,314,0,100,0,,,,,,,,,,,,,
Rouge,95,N 43.80945°,O 079.16389°,3,1282,0,1,0,314,0,100,0,,,,,,,,,,,,,
Rouge,96,N 43.80962°,O 079.16443°,22,1283,0,0,0,314,0,100,0,,,,,,,,,,,,,
Rouge,97,N 43.80941°,O 079.16619°,2,1179,1,1,1,296.09,17.91,94.29617834,5.703821656,,,,,,,,,,,,,
Rouge,98,N 43.80933°,O 079.16643°,2,1180,0,1,0,301.92,12.08,96.15286624,3.847133758,,,,,,,,,,,,,
Rouge,99,N 43.80927°,O 079.16666°,0,1181,0,1,0,205.1,108.9,65.31847134,34.68152866,,,,,,,,,,,,,
Rouge,100,N 43.80929°,O 079.16685°,7,1182,0,0,1,125.12,188.88,39.84713376,60.15286624,,,,,,,,,,,,,
Rouge,101,N 43.80927°,O 079.16710°,0,1183,0,0,0,259.79,54.21,82.73566879,17.26433121,,,,,,,,,,,,,
Rouge,102,N 43.80925°,O 079.16735°,0,1184,0,0,0,239.74,74.26,76.35031847,23.64968153,,,,,,,,,,,,,
Rouge,103,N 43.80921°,O 079.16759°,2,1185,0,1,0,218.18,95.82,69.48407643,30.51592357,,,,,,,,,,,,,
Rouge,104,N 43.80918°,O 079.16786°,0,1186,0,0,1,259.97,54.03,82.79299363,17.20700637,,,,,,,,,,,,,
Rouge,105,N 43.80911°,O 079.16807°,10,1187,0,1,0,219.47,94.53,69.89490446,30.10509554,,,,,,,,,,,,,
Rouge,106,N 43.80909°,O 079.16833°,2,1188,1,1,1,176.26,137.74,56.13375796,43.86624204,,,,,,,,,,,,,
Rouge,107,N 43.80902°,O 079.16859°,0,1189,1,1,1,129.64,184.36,41.2866242,58.7133758,,,,,,,,,,,,,
Rouge,108,N 43.80898°,O 079.16882°,3,1190,1,1,1,140.44,173.56,44.72611465,55.27388535,,,,,,,,,,,,,
Rouge,109,N 43.80891°,O 079.16905°,4,1191,0,0,0,177.91,136.09,56.65923567,43.34076433,,,,,,,,,,,,,
Rouge,110,N 43.80887°,O 079.16930°,3,1192,0,0,0,178.87,135.13,56.96496815,43.03503185,,,,,,,,,,,,,
Rouge,111,N 43.80882°,O 079.16954°,1,1193,0,1,0,226.11,87.89,72.00955414,27.99044586,,,,,,,,,,,,,
Rouge,112,N 43.80875°,O 079.16978°,2,1194,0,1,0,186.03,127.97,59.24522293,40.75477707,,,,,,,,,,,,,
Rouge,113,N 43.80869°,O 079.17001°,0,1195,0,1,0,169.99,144.01,54.13694268,45.86305732,,,,,,,,,,,,,
Rouge,114,N 43.80864°,O 079.17024°,0,1196,0,1,0,188.03,125.97,59.88216561,40.11783439,,,,,,,,,,,,,
Rouge,115,N 43.80861°,O 079.17049°,0,1197,1,1,1,203.82,110.18,64.91082803,35.08917197,,,,,,,,,,,,,
Rouge,116,N 43.80859°,O 079.17076°,0,1198,0,0,0,99.21,214.79,31.5955414,68.4044586,,,,,,,,,,,,,
Rouge,117,N 43.80850°,O 079.17110°,2,1199,0,1,0,146.84,167.16,46.76433121,53.23566879,,,,,,,,,,,,,
Rouge,118,N 43.80843°,O 079.17135°,0,1200,0,1,0,201.35,112.65,64.12420382,35.87579618,,,,,,,,,,,,,
Rouge,119,N 43.80838°,O 079.17165°,0,1201,1,1,1,71.74,242.26,22.84713376,77.15286624,,,,,,,,,,,,,
Rouge,120,N 43.80832°,O 079.17190°,3,1202,1,1,1,138.52,175.48,44.11464968,55.88535032,,,,,,,,,,,,,
Rouge,121,N 43.80826°,O 079.17215°,0,1203,0,0,1,107,207,34.07643312,65.92356688,,,,,,,,,,,,,
Rouge,122,N 43.80821°,O 079.17242°,0,1204,0,1,0,129,185,41.08280255,58.91719745,,,,,,,,,,,,,
Rouge,123,N 43.80814°,O 079.17266°,0,1205,0,1,0,121.1,192.9,38.56687898,61.43312102,,,,,,,,,,,,,
Rouge,124,N 43.80814°,O 079.17294°,0,1206,0,1,0,108.6,205.4,34.58598726,65.41401274,,,,,,,,,,,,,
Rouge,125,N 43.80804°,O 079.17312°,0,1207,1,1,1,108.4,205.6,34.52229299,65.47770701,,,,,,,,,,,,,
Rouge,126,N 43.80801°,O 079.17336°,0,1208,0,0,0,128.82,185.18,41.02547771,58.97452229,,,,,,,,,,,,,
Rouge,127,N 43.80795°,O 079.17359°,0,1209,1,1,1,108,206,34.39490446,65.60509554,,,,,,,,,,,,,
Rouge,128,N 43.80791°,O 079.17383°,0,1210,1,1,1,127.09,186.91,40.47452229,59.52547771,,,,,,,,,,,,,
Rouge,129,N 43.80788°,O 079.17410°,2,1211,1,1,1,99.52,214.48,31.69426752,68.30573248,,,,,,,,,,,,,
Rouge,130,N 43.80782°,O 079.17432°,0,1212,1,1,1,110.99,203.01,35.34713376,64.65286624,,,,,,,,,,,,,
Rouge,131,N 43.80775°,O 079.17455°,4,1213,0,1,0,108.53,205.47,34.56369427,65.43630573,,,,,,,,,,,,,
Rouge,132,N 43.80770°,O 079.17476°,0,1214,0,0,0,107.26,206.74,34.15923567,65.84076433,,,,,,,,,,,,,
Rouge,133,N 43.80765°,O 079.17505°,0,1215,0,0,0,108.44,205.56,34.53503185,65.46496815,,,,,,,,,,,,,
Rouge,134,N 43.80760°,O 079.17525°,0,1216,0,1,0,115.73,198.27,36.8566879,63.1433121,,,,,,,,,,,,,
Rouge,135,N 43.80752°,O 079.17549°,0,1217,0,0,0,142.68,171.32,45.43949045,54.56050955,,,,,,,,,,,,,
Rouge,136,N 43.80747°,O 079.17572°,0,1218,0,0,0,63.38,250.62,20.18471338,79.81528662,,,,,,,,,,,,,
Rouge,137,N 43.80745°,O 079.17596°,0,1219,1,1,1,113.12,200.88,36.02547771,63.97452229,,,,,,,,,,,,,
Rouge,138,N 43.80740°,O 079.17619°,4,1220,0,0,1,116.99,197.01,37.25796178,62.74203822,,,,,,,,,,,,,
Rouge,139,N 43.80737°,O 079.17648°,0,1221,0,1,0,197.49,116.51,62.89490446,37.10509554,,,,,,,,,,,,,
Rouge,140,N 43.80727°,O 079.17671°,6,1222,1,1,1,242.61,71.39,77.26433121,22.73566879,,,,,,,,,,,,,
Rouge,141,N 43.80719°,O 079.17693°,0,1223,0,1,0,185.48,128.52,59.07006369,40.92993631,,,,,,,,,,,,,
Rouge,142,N 43.80713°,O 079.17717°,4,1224,1,1,1,175.75,138.25,55.97133758,44.02866242,,,,,,,,,,,,,
Rouge,143,N 43.80708°,O 079.17748°,0,1225,0,1,0,116.25,197.75,37.02229299,62.97770701,,,,,,,,,,,,,
Rouge,144,N 43.80703°,O 079.17773°,4,1226,1,1,1,185.67,128.33,59.13057325,40.86942675,,,,,,,,,,,,,
Rouge,145,N 43.80695°,O 079.17802°,0,1227,0,1,0,187.05,126.95,59.57006369,40.42993631,,,,,,,,,,,,,
Rouge,146,N 43.80689°,O 079.17825°,0,1228,0,1,0,164.84,149.16,52.49681529,47.50318471,,,,,,,,,,,,,
Rouge,147,N 43.80685°,O 079.17850°,0,1229,0,1,0,188.56,125.44,60.05095541,39.94904459,,,,,,,,,,,,,
Rouge,148,N 43.80679°,O 079.17890°,0,1230,0,1,0,242.89,71.11,77.35350318,22.64649682,,,,,,,,,,,,,
Rouge,149,N 43.80674°,O 079.17909°,6,1231,1,1,1,220.53,93.47,70.23248408,29.76751592,,,,,,,,,,,,,
Rouge,150,N 43.80667°,O 079.17928°,0,1232,0,0,0,169.02,144.98,53.82802548,46.17197452,,,,,,,,,,,,,
Rouge,151,N 43.80661°,O 079.17953°,0,1233,0,1,0,164.18,149.82,52.2866242,47.7133758,,,,,,,,,,,,,
Rouge,152,N 43.80659°,O 079.17977°,10,1234,1,1,1,192.66,121.34,61.3566879,38.6433121,,,,,,,,,,,,,
Rouge,153,N 43.80654°,O 079.18007°,8,1235,1,1,1,197.58,116.42,62.92356688,37.07643312,,,,,,,,,,,,,
Rouge,154,N 43.80648°,O 079.18034°,0,1236,1,1,1,93.51,220.49,29.78025478,70.21974522,,,,,,,,,,,,,
Rouge,155,N 43.80645°,O 079.18061°,2,1237,1,1,1,86.16,227.84,27.43949045,72.56050955,,,,,,,,,,,,,
Rouge,156,N 43.80637°,O 079.18084°,0,1238,0,0,0,121.04,192.96,38.5477707,61.4522293,,,,,,,,,,,,,
Rouge,157,N 43.80633°,O 079.18108°,4,1239,0,1,0,133.82,180.18,42.61783439,57.38216561,,,,,,,,,,,,,
Rouge,158,N 43.80630°,O 079.18132°,0,1240,0,1,0,129.9,184.1,41.36942675,58.63057325,,,,,,,,,,,,,
Rouge,159,N 43.80621°,O 079.18157°,0,1241,1,1,1,122.25,191.75,38.93312102,61.06687898,,,,,,,,,,,,,
Rouge,160,N 43.80617°,O 079.18182°,6,1242,0,0,1,94.95,219.05,30.2388535,69.7611465,,,,,,,,,,,,,
Rouge,161,N 43.80612°,O 079.18206°,17,1243,1,1,1,134.14,179.86,42.71974522,57.28025478,,,,,,,,,,,,,
Rouge,162,N 43.80604°,O 079.18227°,0,1244,0,1,0,153.15,160.85,48.77388535,51.22611465,,,,,,,,,,,,,
Rouge,163,N 43.80600°,O 079.18250°,0,1245,0,0,0,135.19,178.81,43.05414013,56.94585987,,,,,,,,,,,,,
Rouge,164,N 43.80594°,O 079.18273°,0,1246,0,0,0,129.68,184.32,41.29936306,58.70063694,,,,,,,,,,,,,
Rouge,165,N 43.80589°,O 079.18297°,0,1247,0,1,0,115.29,198.71,36.71656051,63.28343949,,,,,,,,,,,,,
Rouge,166,N 43.80586°,O 079.18322°,0,1248,1,1,1,133.45,180.55,42.5,57.5,,,,,,,,,,,,,
Rouge,167,N 43.80581°,O 079.18346°,4,1249,0,1,0,133.39,180.61,42.48089172,57.51910828,,,,,,,,,,,,,
Rouge,168,N 43.80574°,O 079.18371°,0,1250,0,1,0,101.7,212.3,32.38853503,67.61146497,,,,,,,,,,,,,
Rouge,169,N 43.80568°,O 079.18397°,2,1251,1,1,1,168.02,145.98,53.50955414,46.49044586,,,,,,,,,,,,,
Rouge,170,N 43.80563°,O 079.18423°,0,1252,1,1,1,149.09,164.91,47.48089172,52.51910828,,,,,,,,,,,,,
Rouge,171,N 43.80556°,O 079.18452°,0,1253,0,1,0,146.67,167.33,46.71019108,53.28980892,,,,,,,,,,,,,
Rouge,172,N 43.80550°,O 079.18472°,0,1254,0,1,0,127.92,186.08,40.7388535,59.2611465,,,,,,,,,,,,,
Rouge,173,N 43.80544°,O 079.18497°,6,1255,0,1,0,136.65,177.35,43.51910828,56.48089172,,,,,,,,,,,,,
Rouge,174,N 43.80541°,O 079.18524°,0,1256,0,0,0,145.39,168.61,46.30254777,53.69745223,,,,,,,,,,,,,
Rouge,175,N 43.80533°,O 079.18546°,0,1257,0,1,0,124.67,189.33,39.70382166,60.29617834,,,,,,,,,,,,,
Rouge,176,N 43.80529°,O 079.18571°,0,1258,1,1,1,131.78,182.22,41.96815287,58.03184713,,,,,,,,,,,,,
Rouge,177,N 43.80524°,O 079.18597°,0,1259,1,1,1,134.69,179.31,42.89490446,57.10509554,,,,,,,,,,,,,
Rouge,178,N 43.80518°,O 079.18620°,0,1260,0,0,1,107.46,206.54,34.22292994,65.77707006,,,,,,,,,,,,,
Rouge,179,N 43.80512°,O 079.18641°,0,1261,0,0,1,104.04,209.96,33.13375796,66.86624204,,,,,,,,,,,,,
Rouge,180,N 43.80515°,O 079.18661°,0,1262,0,0,0,80.47,233.53,25.62738854,74.37261146,,,,,,,,,,,,,
Rouge,181,N 43.80505°,O 079.18690°,0,1263,0,0,0,173.88,140.12,55.37579618,44.62420382,,,,,,,,,,,,,
Rouge,182,N 43.80498°,O 079.18713°,0,1264,0,1,0,148.06,165.94,47.15286624,52.84713376,,,,,,,,,,,,,
Rouge,183,N 43.80497°,O 079.18736°,0,1265,1,1,1,211.8,102.2,67.4522293,32.5477707,,,,,,,,,,,,,
Rouge,184,N 43.80486°,O 079.18762°,0,1266,0,1,0,133.94,180.06,42.65605096,57.34394904,,,,,,,,,,,,,
Rouge,185,N 43.80482°,O 079.18795°,0,1267,0,0,0,185.05,128.95,58.93312102,41.06687898,,,,,,,,,,,,,
Rouge,186,N 43.80471°,O 079.18826°,0,1268,0,1,0,81.15,232.85,25.84394904,74.15605096,,,,,,,,,,,,,
Rouge,187,N 43.80467°,O 079.18851°,0,1269,1,1,1,106.97,207.03,34.06687898,65.93312102,,,,,,,,,,,,,
Rouge,188,N 43.80466°,O 079.18873°,0,1270,0,0,0,160.52,153.48,51.12101911,48.87898089,,,,,,,,,,,,,
Rouge,189,N 43.80458°,O 079.18900°,2,1271,0,1,0,140.41,173.59,44.71656051,55.28343949,,,,,,,,,,,,,
Rouge,190,N 43.80468°,O 079.18925°,0,1272,0,0,0,70.27,243.73,22.37898089,77.62101911,,,,,,,,,,,,,
Rouge,191,N 43.80451°,O 079.18943°,2,1273,0,0,0,176.77,137.23,56.29617834,43.70382166,,,,,,,,,,,,,
Rouge,192,N 43.80445°,O 079.18966°,43,1274,0,1,0,192.62,121.38,61.34394904,38.65605096,,,,,,,,,,,,,
Rouge,193,N 43.81512°,O 079.14933°,0,1284,1,1,1,211.92,102.08,67.49044586,32.50955414,,,,,,,,,,,,,
Rouge,194,N 43.81518°,O 079.14900°,8,1285,0,0,0,243.92,70.08,77.68152866,22.31847134,,,,,,,,,,,,,
Rouge,195,N 43.81520°,O 079.14867°,0,1286,1,1,1,130.06,183.94,41.42038217,58.57961783,,,,,,,,,,,,,
Rouge,196,N 43.81511°,O 079.14848°,0,1287,0,0,0,99.05,214.95,31.54458599,68.45541401,,,,,,,,,,,,,
Rouge,197,N 43.81515°,O 079.14826°,2,1288,0,1,0,70.07,243.93,22.31528662,77.68471338,,,,,,,,,,,,,
Rouge,198,N 43.81525°,O 079.14804°,0,1289,1,1,1,70.43,243.57,22.42993631,77.57006369,,,,,,,,,,,,,
Rouge,199,N 43.81542°,O 079.14797°,0,1290,0,1,0,158.99,155.01,50.63375796,49.36624204,,,,,,,,,,,,,
Rouge,200,N 43.81532°,O 079.14762°,0,1291,1,1,1,59.29,254.71,18.88216561,81.11783439,,,,,,,,,,,,,
Rouge,201,N 43.81537°,O 079.14742°,4,1292,0,1,0,91.53,222.47,29.14968153,70.85031847,,,,,,,,,,,,,
Rouge,202,N 43.81535°,O 079.14719°,0,1293,0,1,0,100.56,213.44,32.02547771,67.97452229,,,,,,,,,,,,,
Rouge,203,N 43.81547°,O 079.14701°,3,1294,0,1,0,72.48,241.52,23.08280255,76.91719745,,,,,,,,,,,,,
Rouge,204,N 43.81566°,O 079.14676°,65,1295,1,1,1,186.6,127.4,59.42675159,40.57324841,,,,,,,,,,,,,
Rouge,205,N 43.81561°,O 079.14621°,2,1296,0,1,0,57.38,256.62,18.27388535,81.72611465,,,,,,,,,,,,,
Rouge,206,N 43.81565°,O 079.14598°,0,1297,0,0,0,200.73,113.27,63.92675159,36.07324841,,,,,,,,,,,,,
Rouge,207,N 43.81572°,O 079.14574°,1,1298,0,0,1,66.32,247.68,21.12101911,78.87898089,,,,,,,,,,,,,
Rouge,208,N 43.81582°,O 079.14558°,0,1299,0,1,0,94.51,219.49,30.09872611,69.90127389,,,,,,,,,,,,,
Rouge,209,N 43.81582°,O 079.14539°,2,1300,0,0,1,88.43,225.57,28.16242038,71.83757962,,,,,,,,,,,,,
Rouge,210,N 43.81591°,O 079.14519°,0,1301,0,1,0,117.43,196.57,37.39808917,62.60191083,,,,,,,,,,,,,
Rouge,211,N 43.81604°,O 079.14503°,19,1302,0,1,0,216.75,97.25,69.02866242,30.97133758,,,,,,,,,,,,,
Rouge,212,N 43.81598°,O 079.14475°,2,1303,1,1,1,132.08,181.92,42.06369427,57.93630573,,,,,,,,,,,,,
Rouge,213,N 43.81608°,O 079.14456°,8,1304,0,1,0,127.96,186.04,40.75159236,59.24840764,,,,,,,,,,,,,
Rouge,214,N 43.81618°,O 079.14435°,0,1305,1,1,1,74.71,239.29,23.79299363,76.20700637,,,,,,,,,,,,,
Rouge,215,N 43.81607°,O 079.14413°,0,1306,0,0,0,140.64,173.36,44.78980892,55.21019108,,,,,,,,,,,,,
Rouge,216,N 43.81613°,O 079.14391°,2,1307,1,1,1,165.7,148.3,52.77070064,47.22929936,,,,,,,,,,,,,
Rouge,217,N 43.81619°,O 079.14365°,0,1308,1,1,1,170.95,143.05,54.44267516,45.55732484,,,,,,,,,,,,,
