Date,Time,Temp,Week,Park,Lat,Long,Percent_asphalt,Location,Button,Round
30/09/2019,15:06:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,15:16:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,15:26:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,15:36:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,15:46:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,15:56:01,17.064,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,16:06:01,17.064,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,16:16:01,17.064,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,16:26:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,16:36:01,17.064,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,16:46:01,17.064,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,16:56:01,17.064,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,17:06:01,17.064,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,17:16:01,17.064,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,17:26:01,17.064,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,17:36:01,17.064,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,17:46:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,17:56:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,18:06:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,18:16:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,18:26:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,18:36:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,18:46:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,18:56:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,19:06:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,19:16:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,19:26:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,19:36:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,19:46:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,19:56:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,20:06:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,20:16:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,20:26:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,20:36:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,20:46:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,20:56:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,21:06:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,21:16:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,21:26:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,21:36:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,21:46:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,21:56:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,22:06:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,22:16:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,22:26:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,22:36:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,22:46:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,22:56:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,23:06:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,23:16:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,23:26:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,23:36:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,23:46:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
30/09/2019,23:56:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
01/10/2019,00:06:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
01/10/2019,00:16:01,16.563,40,HighPark,43.64516,79.45055,71.885,East,HighPark1E,Second
