Date,Time,Temp,Year,Month,Day,Week,Park,Lat,Long,Percent_asphalt,Location,Button,Round
02/10/2019,15:17:01,15.124,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,15:27:01,15.124,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,15:37:01,15.124,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,15:47:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,15:57:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,16:07:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,16:17:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,16:27:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,16:37:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,16:47:01,15.124,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,16:57:01,15.124,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,17:07:01,15.124,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,17:17:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,17:27:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,17:37:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,17:47:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,17:57:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,18:07:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,18:17:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,18:27:01,14.623,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,18:37:01,14.122,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,18:47:01,14.122,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,18:57:01,14.122,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,19:07:01,14.122,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,19:17:01,14.122,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,19:27:01,14.122,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,19:37:01,13.62,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,19:47:01,13.62,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,19:57:01,13.62,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,20:07:01,13.62,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,20:17:01,13.62,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,20:27:01,13.62,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,20:37:01,13.119,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,20:47:01,13.119,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,20:57:01,13.119,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,21:07:01,13.119,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,21:17:01,12.617,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,21:27:01,12.617,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,21:37:01,12.617,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,21:47:01,12.617,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,21:57:01,12.115,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,22:07:01,12.115,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,22:17:01,12.115,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,22:27:01,12.115,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
02/10/2019,22:37:01,12.115,2019,October,02,40,Rouge,43.81506,79.14971,0,East,Rouge1E,Second
